"referencing_table","referencing_column","referenced_table","referenced_column"
QuarterlyTableCancelled,UserId,UserORStatus,UserID
TDN,UserId,UserORStatus,UserID
ORHistory,ORID,UserORStatus,ORID
ORHistoryPATAS,ORID,UserORStatus,ORID
ORHistory,ORTypeID,UserORStatus,ORTypeID
ORType,ORTypeID,UserORStatus,ORTypeID
ORHistoryPATAS,ORTypeID,UserORStatus,ORTypeID
QuarterlyTable,MunicipalityID,UserORStatus,MunicipalityID
QuarterlyTableActive,MunicipalityID,UserORStatus,MunicipalityID
QuarterlyTableCancelled,MunicipalityID,UserORStatus,MunicipalityID
ORHistory,MunicipalityID,UserORStatus,MunicipalityID
PStreet,MunicipalityID,UserORStatus,MunicipalityID
PSubdivision,MunicipalityID,UserORStatus,MunicipalityID
View_StreetAssessment,MunicipalityID,UserORStatus,MunicipalityID
ASubClassification,MunicipalityID,UserORStatus,MunicipalityID
PStreetOld,MunicipalityID,UserORStatus,MunicipalityID
ALandAssessmentLevel,MunicipalityID,UserORStatus,MunicipalityID
QuarterlyTableOld,MunicipalityID,UserORStatus,MunicipalityID
CoOwners,TDNID,TOStempQuarterlyRPTC,TDNID
View_TDNCoOwners,TDNID,TOStempQuarterlyRPTC,TDNID
TDNPreviousARP,TDNID,TOStempQuarterlyRPTC,TDNID
TDNMachine,TDNID,TOStempQuarterlyRPTC,TDNID
TDNPreviousPIN,TDNID,TOStempQuarterlyRPTC,TDNID
view_TDNSearchLookUpCityBased,TDNID,TOStempQuarterlyRPTC,TDNID
view_TDNSearchLookUpProvinceBased,TDNID,TOStempQuarterlyRPTC,TDNID
view_TDNTaxDecProvince,TDNID,TOStempQuarterlyRPTC,TDNID
view_TaxDecDetail,TDNID,TOStempQuarterlyRPTC,TDNID
CertifiedTrueCopyTable,TDNID,TOStempQuarterlyRPTC,TDNID
view_TDNTaxDecCity,TDNID,TOStempQuarterlyRPTC,TDNID
TDN_Attachment,TDNID,TOStempQuarterlyRPTC,TDNID
View_FAASBuilding,TDNId,TOStempQuarterlyRPTC,TDNID
TDNDetail,TDNId,TOStempQuarterlyRPTC,TDNID
TDN_Images,TDNID,TOStempQuarterlyRPTC,TDNID
View_FAASImprovement,TDNId,TOStempQuarterlyRPTC,TDNID
TDNBaseValueAdjustment,TDNId,TOStempQuarterlyRPTC,TDNID
View_TDNLandBackTax,TDNID,TOStempQuarterlyRPTC,TDNID
TDNLand,TDNID,TOStempQuarterlyRPTC,TDNID
TDNBackTax,TDNID,TOStempQuarterlyRPTC,TDNID
TDNBuilding,TDNID,TOStempQuarterlyRPTC,TDNID
View_PrintTaxDecProvince,TDNID,TOStempQuarterlyRPTC,TDNID
tempMachdb,TDNID,TOStempQuarterlyRPTC,TDNID
TDNFAASSketch,TDNID,TOStempQuarterlyRPTC,TDNID
ImageCache,TDNID,TOStempQuarterlyRPTC,TDNID
TDNHistory,TDNID,TOStempQuarterlyRPTC,TDNID
View_TDNLandDetail,TDNID,TOStempQuarterlyRPTC,TDNID
View_TDNLandAppraisal,TDNID,TOStempQuarterlyRPTC,TDNID
view_MachineApraisal,TDNID,TOStempQuarterlyRPTC,TDNID
View_TDNDetail,TDNId,TOStempQuarterlyRPTC,TDNID
View_TDNBuildingDetail,TDNID,TOStempQuarterlyRPTC,TDNID
View_PrintTaxDecCity,TDNID,TOStempQuarterlyRPTC,TDNID
View_DemolishedProp,TDNID,TOStempQuarterlyRPTC,TDNID
TDN,TDNID,TOStempQuarterlyRPTC,TDNID
stagtbl,TDNID,TOStempQuarterlyRPTC,TDNID
view_TDNLandImprovements,TDNID,TOStempQuarterlyRPTC,TDNID
tempTDN,TDNID,TOStempQuarterlyRPTC,TDNID
aBuilding,StreetId,aStreet,StreetId
PStreetOld,StreetId,aStreet,StreetId
ASubClassification,StreetID,aStreet,StreetId
PStreetAssessment,StreetID,aStreet,StreetId
aBuilding,BarangayId,aStreet,BarangayId
QuarterlyTable,BarangayID,aStreet,BarangayId
QuarterlyTableActive,BarangayID,aStreet,BarangayId
View_BarangayLookUp,BarangayId,aStreet,BarangayId
view_BarangayCityLookUp,BarangayId,aStreet,BarangayId
View_tdn,BarangayId,aStreet,BarangayId
LocationStreet,BarangayID,aStreet,BarangayId
PStreet,BarangayId,aStreet,BarangayId
PSubdivision,BarangayId,aStreet,BarangayId
AssessmentRollSEFBasic,BarangayId,aStreet,BarangayId
SummaryRPUAssessed,BarangayID,aStreet,BarangayId
QuarterlyTableOld,BarangayID,aStreet,BarangayId
RPUSummaryPerBarangayTable,BarangayID,aStreet,BarangayId
TDNSubdivisionTempTable,BarangayID,aStreet,BarangayId
ASubClassification,BarangayID,aStreet,BarangayId
PStreetOld,BarangayId,aStreet,BarangayId
RecordsOfAssessmentTable,BarangayID,aStreet,BarangayId
View_StreetAssessment,BarangayId,aStreet,BarangayId
QuarterlyTableCancelled,BarangayID,aStreet,BarangayId
CoOwners,TDNID,View_DemolishedProp,TDNID
View_TDNCoOwners,TDNID,View_DemolishedProp,TDNID
TDNPreviousARP,TDNID,View_DemolishedProp,TDNID
TDNMachine,TDNID,View_DemolishedProp,TDNID
TDNPreviousPIN,TDNID,View_DemolishedProp,TDNID
view_TDNSearchLookUpCityBased,TDNID,View_DemolishedProp,TDNID
view_TDNSearchLookUpProvinceBased,TDNID,View_DemolishedProp,TDNID
view_TDNTaxDecProvince,TDNID,View_DemolishedProp,TDNID
view_TaxDecDetail,TDNID,View_DemolishedProp,TDNID
CertifiedTrueCopyTable,TDNID,View_DemolishedProp,TDNID
view_TDNTaxDecCity,TDNID,View_DemolishedProp,TDNID
TDN_Attachment,TDNID,View_DemolishedProp,TDNID
View_FAASBuilding,TDNId,View_DemolishedProp,TDNID
TDNDetail,TDNId,View_DemolishedProp,TDNID
TDN_Images,TDNID,View_DemolishedProp,TDNID
View_FAASImprovement,TDNId,View_DemolishedProp,TDNID
TDNBaseValueAdjustment,TDNId,View_DemolishedProp,TDNID
View_TDNLandBackTax,TDNID,View_DemolishedProp,TDNID
TDNLand,TDNID,View_DemolishedProp,TDNID
TDNBackTax,TDNID,View_DemolishedProp,TDNID
TDNBuilding,TDNID,View_DemolishedProp,TDNID
View_PrintTaxDecProvince,TDNID,View_DemolishedProp,TDNID
tempMachdb,TDNID,View_DemolishedProp,TDNID
TDNFAASSketch,TDNID,View_DemolishedProp,TDNID
ImageCache,TDNID,View_DemolishedProp,TDNID
TDNHistory,TDNID,View_DemolishedProp,TDNID
View_TDNLandDetail,TDNID,View_DemolishedProp,TDNID
View_TDNLandAppraisal,TDNID,View_DemolishedProp,TDNID
view_MachineApraisal,TDNID,View_DemolishedProp,TDNID
View_TDNDetail,TDNId,View_DemolishedProp,TDNID
View_TDNBuildingDetail,TDNID,View_DemolishedProp,TDNID
View_PrintTaxDecCity,TDNID,View_DemolishedProp,TDNID
TOStempQuarterlyRPTC,TDNID,View_DemolishedProp,TDNID
TDN,TDNID,View_DemolishedProp,TDNID
stagtbl,TDNID,View_DemolishedProp,TDNID
view_TDNLandImprovements,TDNID,View_DemolishedProp,TDNID
tempTDN,TDNID,View_DemolishedProp,TDNID
TDNBuildingRoofing,TDNBuildingId,TDNBuildingSucceedingFloor,TDNBuildingID
TDNBuildingDetail,TDNBuildingId,TDNBuildingSucceedingFloor,TDNBuildingID
View_TDNBuildingDetail,TDNBuildingId,TDNBuildingSucceedingFloor,TDNBuildingID
TDNBuildingWallsPartitions,TDNBuildingID,TDNBuildingSucceedingFloor,TDNBuildingID
TDNBuildingElectrical,TDNBuildingId,TDNBuildingSucceedingFloor,TDNBuildingID
TDNBuildingStairs,TDNBuildingId,TDNBuildingSucceedingFloor,TDNBuildingID
View_FAASBuilding,TDNBuildingId,TDNBuildingSucceedingFloor,TDNBuildingID
TDNBuildingWallFinish,TDNBuildingId,TDNBuildingSucceedingFloor,TDNBuildingID
TDNBuildingToiletBath,TDNBuildingId,TDNBuildingSucceedingFloor,TDNBuildingID
TDNBuildingPlumbingSewer,TDNBuildingId,TDNBuildingSucceedingFloor,TDNBuildingID
TDNBuildingFixtures,TDNBuildingId,TDNBuildingSucceedingFloor,TDNBuildingID
TDNBuildingBeam,TDNBuildingID,TDNBuildingSucceedingFloor,TDNBuildingID
TDNBuildingTrussFraming,TDNBuildingId,TDNBuildingSucceedingFloor,TDNBuildingID
TDNBuildingExteriorWalls,TDNBuildingId,TDNBuildingSucceedingFloor,TDNBuildingID
TDNBuildingDoor,TDNBuildingId,TDNBuildingSucceedingFloor,TDNBuildingID
TDNBuildingCeiling,TDNBuildingID,TDNBuildingSucceedingFloor,TDNBuildingID
TDNBuildingWindow,TDNBuildingId,TDNBuildingSucceedingFloor,TDNBuildingID
TDNBuildingAdditionalItem,TDNBuildingID,TDNBuildingSucceedingFloor,TDNBuildingID
TDNBuilding,TDNBuildingId,TDNBuildingSucceedingFloor,TDNBuildingID
TDNBuildingFloor,TDNBuildingId,TDNBuildingSucceedingFloor,TDNBuildingID
TDNBuildingColumn,TDNBuildingId,TDNBuildingSucceedingFloor,TDNBuildingID
TDNBuildingFoundation,TDNBuildingID,TDNBuildingSucceedingFloor,TDNBuildingID
TDNBuildingFlooring,TDNBuildingId,TDNBuildingSucceedingFloor,TDNBuildingID
TDNMachineDetail,ActualUseid,TDNBuildingSucceedingFloor,ActualUseId
TDN,ActualUseId,TDNBuildingSucceedingFloor,ActualUseId
ALandAdjustment,ActualUseID,TDNBuildingSucceedingFloor,ActualUseId
TDNHistory,ActualUseID,TDNBuildingSucceedingFloor,ActualUseId
TDNLandDetail,ActualUseId,TDNBuildingSucceedingFloor,ActualUseId
TDNBackTax,ActualUseId,TDNBuildingSucceedingFloor,ActualUseId
View_PrintTaxDecCity,ActualUseId,TDNBuildingSucceedingFloor,ActualUseId
ASubClassification,ActualUseId,TDNBuildingSucceedingFloor,ActualUseId
ABuildingAssessmentLevel,Actualuseid,TDNBuildingSucceedingFloor,ActualUseId
ABuildingDepreciation,ActualUseID,TDNBuildingSucceedingFloor,ActualUseId
tempTDN,ActualUseId,TDNBuildingSucceedingFloor,ActualUseId
view_MachineApraisal,ActualUseId,TDNBuildingSucceedingFloor,ActualUseId
ABuildingAdditionalItemBU,BuildingAdditionalItemID,ABuildingAdditionalItem,BuildingAdditionalItemID
sysdiagrams,principal_id,TOSsysdiagrams,principal_id
SMsysdiagrams,principal_id,TOSsysdiagrams,principal_id
sysdiagrams,diagram_id,TOSsysdiagrams,diagram_id
SMsysdiagrams,diagram_id,TOSsysdiagrams,diagram_id
ASubClassification,SubdivisionID,aSubdivision,SubdivisionID
CoOwners,TDNID,TDN,TDNID
View_TDNCoOwners,TDNID,TDN,TDNID
TDNPreviousARP,TDNID,TDN,TDNID
TDNMachine,TDNID,TDN,TDNID
TDNPreviousPIN,TDNID,TDN,TDNID
view_TDNSearchLookUpCityBased,TDNID,TDN,TDNID
view_TDNSearchLookUpProvinceBased,TDNID,TDN,TDNID
view_TDNTaxDecProvince,TDNID,TDN,TDNID
view_TaxDecDetail,TDNID,TDN,TDNID
CertifiedTrueCopyTable,TDNID,TDN,TDNID
view_TDNTaxDecCity,TDNID,TDN,TDNID
TDN_Attachment,TDNID,TDN,TDNID
View_FAASBuilding,TDNId,TDN,TDNID
TDNDetail,TDNId,TDN,TDNID
TDN_Images,TDNID,TDN,TDNID
View_FAASImprovement,TDNId,TDN,TDNID
TDNBaseValueAdjustment,TDNId,TDN,TDNID
View_TDNLandBackTax,TDNID,TDN,TDNID
TDNLand,TDNID,TDN,TDNID
TDNBackTax,TDNID,TDN,TDNID
TDNBuilding,TDNID,TDN,TDNID
View_PrintTaxDecProvince,TDNID,TDN,TDNID
tempMachdb,TDNID,TDN,TDNID
TDNFAASSketch,TDNID,TDN,TDNID
ImageCache,TDNID,TDN,TDNID
TDNHistory,TDNID,TDN,TDNID
View_TDNLandDetail,TDNID,TDN,TDNID
View_TDNLandAppraisal,TDNID,TDN,TDNID
view_MachineApraisal,TDNID,TDN,TDNID
View_TDNDetail,TDNId,TDN,TDNID
View_TDNBuildingDetail,TDNID,TDN,TDNID
View_PrintTaxDecCity,TDNID,TDN,TDNID
TOStempQuarterlyRPTC,TDNID,TDN,TDNID
View_DemolishedProp,TDNID,TDN,TDNID
stagtbl,TDNID,TDN,TDNID
view_TDNLandImprovements,TDNID,TDN,TDNID
tempTDN,TDNID,TDN,TDNID
view_TDNSearchLookUpCityBased,BarangayId,TDN,BarangayId
view_TDNSearchLookUpProvinceBased,BarangayId,TDN,BarangayId
aBarangay,BarangayId,TDN,BarangayId
view_MachineApraisal,BarangayId,TDN,BarangayId
View_PrintTaxDecCity,BarangayId,TDN,BarangayId
tempTDN,BarangayId,TDN,BarangayId
aOwner,OwnerId,TDN,OwnerId
temptblExtractingName,OwnerId,TDN,OwnerId
tempTDN,OwnerId,TDN,OwnerId
view_MachineApraisal,OwnerId,TDN,OwnerId
View_PrintTaxDecCity,OwnerId,TDN,OwnerId
tempTDN,TDNModeId,TDN,TDNModeId
view_MachineApraisal,TDNModeId,TDN,TDNModeId
View_PrintTaxDecCity,TDNModeId,TDN,TDNModeId
ATDNMode,TDNModeId,TDN,TDNModeId
TDNMachineDetail,ClassificationId,TDN,ClassificationId
temp_PStreetAssessment,ClassificationID,TDN,ClassificationId
PStreetAssessment,ClassificationID,TDN,ClassificationId
ALandAdjustment,ClassificationID,TDN,ClassificationId
AMachineAssessmentLevel,ClassificationId,TDN,ClassificationId
TDNLandDetail,ClassificationID,TDN,ClassificationId
TDNBackTax,Classificationid,TDN,ClassificationId
AActualUse,ClassificationID,TDN,ClassificationId
View_PrintTaxDecCity,ClassificationId,TDN,ClassificationId
ASubClassification,ClassificationId,TDN,ClassificationId
PStreetOld,ClassificationID,TDN,ClassificationId
tempTDN,ClassificationId,TDN,ClassificationId
View_StreetAssessment,ClassificationId,TDN,ClassificationId
View_TDNLandAppraisal,ClassificationId,TDN,ClassificationId
view_MachineApraisal,ClassificationId,TDN,ClassificationId
TDNMachineDetail,ActualUseid,TDN,ActualUseId
TDNBuildingSucceedingFloor,ActualUseId,TDN,ActualUseId
ALandAdjustment,ActualUseID,TDN,ActualUseId
TDNHistory,ActualUseID,TDN,ActualUseId
TDNLandDetail,ActualUseId,TDN,ActualUseId
TDNBackTax,ActualUseId,TDN,ActualUseId
View_PrintTaxDecCity,ActualUseId,TDN,ActualUseId
ASubClassification,ActualUseId,TDN,ActualUseId
ABuildingAssessmentLevel,Actualuseid,TDN,ActualUseId
ABuildingDepreciation,ActualUseID,TDN,ActualUseId
tempTDN,ActualUseId,TDN,ActualUseId
view_MachineApraisal,ActualUseId,TDN,ActualUseId
view_TDNTaxDecProvince,ApprovedById,TDN,ApprovedById
view_TDNTaxDecCity,ApprovedById,TDN,ApprovedById
view_TDNTaxDecProvince,RecomApprovedById,TDN,RecomApprovedById
view_TDNTaxDecCity,RecomApprovedById,TDN,RecomApprovedById
view_TDNTaxDecProvince,AppraisedById,TDN,AppraisedById
view_TDNTaxDecCity,AppraisedById,TDN,AppraisedById
tempTDN,PreviousId,TDN,PreviousId
view_MachineApraisal,PreviousId,TDN,PreviousId
View_PrintTaxDecCity,PreviousId,TDN,PreviousId
TDNTEMP,PreviousId,TDN,PreviousId
TDNCancelledFrom,PreviousId,TDN,PreviousId
tempTDN,ExemptClassId,TDN,ExemptClassId
view_MachineApraisal,ExemptClassId,TDN,ExemptClassId
View_PrintTaxDecCity,ExemptClassId,TDN,ExemptClassId
TDNTEMP,ExemptClassId,TDN,ExemptClassId
view_TDNTaxDecCity,ExemptClassId,TDN,ExemptClassId
view_TDNTaxDecProvince,StreetId,TDN,StreetId
PStreet,StreetId,TDN,StreetId
View_TDNLandBackTax,StreetID,TDN,StreetId
TDNSubdivisionTempTable,StreetId,TDN,StreetId
view_MachineApraisal,StreetId,TDN,StreetId
View_PrintTaxDecCity,StreetId,TDN,StreetId
tempTDN,StreetId,TDN,StreetId
View_StreetAssessment,StreetId,TDN,StreetId
View_TDNLandBackTax,SubdivisionID,TDN,SubdivisionID
PSubdivision,SubdivisionID,TDN,SubdivisionID
tempTDN,CityMunID,TDN,CityMunID
view_MachineApraisal,CityMunID,TDN,CityMunID
View_PrintTaxDecCity,CityMunID,TDN,CityMunID
tempTDN,SketchId,TDN,SketchId
view_MachineApraisal,SketchId,TDN,SketchId
View_PrintTaxDecCity,SketchId,TDN,SketchId
TDNTEMP,SketchId,TDN,SketchId
ASketch,SketchId,TDN,SketchId
QuarterlyTable,UserId,TDN,UserId
QuarterlyTableActive,UserId,TDN,UserId
TOSReservedRPTOPNum,UserID,TDN,UserId
ORHistoryPATAS,UserID,TDN,UserId
QuarterlyTableOld,UserId,TDN,UserId
TDNSubdivisionTempTable,UserID,TDN,UserId
PUser,UserId,TDN,UserId
view_MachineApraisal,UserId,TDN,UserId
View_PrintTaxDecCity,UserId,TDN,UserId
TDNTEMP,UserId,TDN,UserId
ORHistory,UserID,TDN,UserId
tempTDN,UserId,TDN,UserId
QuarterlyTableCancelled,UserId,TDN,UserId
UserORStatus,UserID,TDN,UserId
PStreetAssessment,StreetAssessmentId,temp_PStreetAssessment,StreetAssessmentId
TDNMachineDetail,ClassificationId,temp_PStreetAssessment,ClassificationID
TDN,ClassificationId,temp_PStreetAssessment,ClassificationID
PStreetAssessment,ClassificationID,temp_PStreetAssessment,ClassificationID
ALandAdjustment,ClassificationID,temp_PStreetAssessment,ClassificationID
AMachineAssessmentLevel,ClassificationId,temp_PStreetAssessment,ClassificationID
TDNLandDetail,ClassificationID,temp_PStreetAssessment,ClassificationID
TDNBackTax,Classificationid,temp_PStreetAssessment,ClassificationID
AActualUse,ClassificationID,temp_PStreetAssessment,ClassificationID
View_PrintTaxDecCity,ClassificationId,temp_PStreetAssessment,ClassificationID
ASubClassification,ClassificationId,temp_PStreetAssessment,ClassificationID
PStreetOld,ClassificationID,temp_PStreetAssessment,ClassificationID
tempTDN,ClassificationId,temp_PStreetAssessment,ClassificationID
View_StreetAssessment,ClassificationId,temp_PStreetAssessment,ClassificationID
View_TDNLandAppraisal,ClassificationId,temp_PStreetAssessment,ClassificationID
view_MachineApraisal,ClassificationId,temp_PStreetAssessment,ClassificationID
TDN,OwnerId,aOwner,OwnerId
temptblExtractingName,OwnerId,aOwner,OwnerId
tempTDN,OwnerId,aOwner,OwnerId
view_MachineApraisal,OwnerId,aOwner,OwnerId
View_PrintTaxDecCity,OwnerId,aOwner,OwnerId
AOwnerAddresses,OwnerAddressId,aOwner,OwnerAddressId
View_PrintTaxDecCity,OwnerTypeId,aOwner,OwnerTypeId
View_PrintTaxDecCity,ref_OwnerID,aOwner,ref_OwnerID
View_PrintTaxDecCity,LGUId,ALGUListing,LGUId
view_TDNSearchLookUpCityBased,LGUId,ALGUListing,LGUId
view_TDNSearchLookUpProvinceBased,LGUId,ALGUListing,LGUId
aBarangay,LGUId,ALGUListing,LGUId
aMunicipality,LGUId,ALGUListing,LGUId
SMtbl_RolesInApplication,ApplicationId,SMaspnet_Users,ApplicationId
SMaspnet_Membership,ApplicationId,SMaspnet_Users,ApplicationId
SMRoleAccessAssignment,ApplicationID,SMaspnet_Users,ApplicationId
SMtbl_Module,ApplicationId,SMaspnet_Users,ApplicationId
SMaspnet_Roles,ApplicationId,SMaspnet_Users,ApplicationId
SMtbl_Securable,ApplicationID,SMaspnet_Users,ApplicationId
SMaspnet_Applications,ApplicationId,SMaspnet_Users,ApplicationId
SMtbl_GlobalSetting,ApplicationID,SMaspnet_Users,ApplicationId
SMtbl_ChildComponent,ApplicationID,SMaspnet_Users,ApplicationId
SMaspnet_Paths,ApplicationId,SMaspnet_Users,ApplicationId
SMtbl_Component,ApplicationId,SMaspnet_Users,ApplicationId
SMtbl_SubModule,ApplicationId,SMaspnet_Users,ApplicationId
view_UserProfile,UserID,SMaspnet_Users,UserId
SMtbl_UserImageProfile,USERID,SMaspnet_Users,UserId
SMaspnet_PersonalizationPerUser,UserId,SMaspnet_Users,UserId
SMtbl_UserProfile,UserID,SMaspnet_Users,UserId
SMaspnet_Membership,UserId,SMaspnet_Users,UserId
SMaspnet_Profile,UserId,SMaspnet_Users,UserId
SMaspnet_UsersInRoles,UserId,SMaspnet_Users,UserId
SMaspnet_Users,ApplicationId,SMtbl_RolesInApplication,ApplicationId
SMaspnet_Membership,ApplicationId,SMtbl_RolesInApplication,ApplicationId
SMRoleAccessAssignment,ApplicationID,SMtbl_RolesInApplication,ApplicationId
SMtbl_Module,ApplicationId,SMtbl_RolesInApplication,ApplicationId
SMaspnet_Roles,ApplicationId,SMtbl_RolesInApplication,ApplicationId
SMtbl_Securable,ApplicationID,SMtbl_RolesInApplication,ApplicationId
SMaspnet_Applications,ApplicationId,SMtbl_RolesInApplication,ApplicationId
SMtbl_GlobalSetting,ApplicationID,SMtbl_RolesInApplication,ApplicationId
SMtbl_ChildComponent,ApplicationID,SMtbl_RolesInApplication,ApplicationId
SMaspnet_Paths,ApplicationId,SMtbl_RolesInApplication,ApplicationId
SMtbl_Component,ApplicationId,SMtbl_RolesInApplication,ApplicationId
SMtbl_SubModule,ApplicationId,SMtbl_RolesInApplication,ApplicationId
SMRoleAccessAssignment,RoleID,SMtbl_RolesInApplication,RoleId
SMaspnet_UsersInRoles,RoleId,SMtbl_RolesInApplication,RoleId
SMaspnet_Roles,RoleId,SMtbl_RolesInApplication,RoleId
SMtbl_Securable,RoleId,SMtbl_RolesInApplication,RoleId
SMAuditTrail,AuditID,SMtbl_AuditTrail,AuditId
SMAuditTrailDetail,AuditID,SMtbl_AuditTrail,AuditId
ALandAgriTypeAssessment,AgriTypeID,ALandAgriType,AgriTypeId
View_TDNLandAppraisal,AgriTypeId,ALandAgriType,AgriTypeId
temp_PStreetAssessment,StreetAssessmentId,PStreetAssessment,StreetAssessmentId
aBuilding,StreetId,PStreetAssessment,StreetID
PStreetOld,StreetId,PStreetAssessment,StreetID
ASubClassification,StreetID,PStreetAssessment,StreetID
aStreet,StreetId,PStreetAssessment,StreetID
TDNMachineDetail,ClassificationId,PStreetAssessment,ClassificationID
TDN,ClassificationId,PStreetAssessment,ClassificationID
temp_PStreetAssessment,ClassificationID,PStreetAssessment,ClassificationID
ALandAdjustment,ClassificationID,PStreetAssessment,ClassificationID
AMachineAssessmentLevel,ClassificationId,PStreetAssessment,ClassificationID
TDNLandDetail,ClassificationID,PStreetAssessment,ClassificationID
TDNBackTax,Classificationid,PStreetAssessment,ClassificationID
AActualUse,ClassificationID,PStreetAssessment,ClassificationID
View_PrintTaxDecCity,ClassificationId,PStreetAssessment,ClassificationID
ASubClassification,ClassificationId,PStreetAssessment,ClassificationID
PStreetOld,ClassificationID,PStreetAssessment,ClassificationID
tempTDN,ClassificationId,PStreetAssessment,ClassificationID
View_StreetAssessment,ClassificationId,PStreetAssessment,ClassificationID
View_TDNLandAppraisal,ClassificationId,PStreetAssessment,ClassificationID
view_MachineApraisal,ClassificationId,PStreetAssessment,ClassificationID
ABuildingStructuralCharateristics,TDNBuildingDetailId,TDNBuildingDetail,TDNBuildingDetailId
View_TDNBuildingDetail,TDNBuildingDetailId,TDNBuildingDetail,TDNBuildingDetailId
TDNBuildingRoofing,TDNBuildingId,TDNBuildingDetail,TDNBuildingId
TDNBuildingSucceedingFloor,TDNBuildingID,TDNBuildingDetail,TDNBuildingId
View_TDNBuildingDetail,TDNBuildingId,TDNBuildingDetail,TDNBuildingId
TDNBuildingWallsPartitions,TDNBuildingID,TDNBuildingDetail,TDNBuildingId
TDNBuildingElectrical,TDNBuildingId,TDNBuildingDetail,TDNBuildingId
TDNBuildingStairs,TDNBuildingId,TDNBuildingDetail,TDNBuildingId
View_FAASBuilding,TDNBuildingId,TDNBuildingDetail,TDNBuildingId
TDNBuildingWallFinish,TDNBuildingId,TDNBuildingDetail,TDNBuildingId
TDNBuildingToiletBath,TDNBuildingId,TDNBuildingDetail,TDNBuildingId
TDNBuildingPlumbingSewer,TDNBuildingId,TDNBuildingDetail,TDNBuildingId
TDNBuildingFixtures,TDNBuildingId,TDNBuildingDetail,TDNBuildingId
TDNBuildingBeam,TDNBuildingID,TDNBuildingDetail,TDNBuildingId
TDNBuildingTrussFraming,TDNBuildingId,TDNBuildingDetail,TDNBuildingId
TDNBuildingExteriorWalls,TDNBuildingId,TDNBuildingDetail,TDNBuildingId
TDNBuildingDoor,TDNBuildingId,TDNBuildingDetail,TDNBuildingId
TDNBuildingCeiling,TDNBuildingID,TDNBuildingDetail,TDNBuildingId
TDNBuildingWindow,TDNBuildingId,TDNBuildingDetail,TDNBuildingId
TDNBuildingAdditionalItem,TDNBuildingID,TDNBuildingDetail,TDNBuildingId
TDNBuilding,TDNBuildingId,TDNBuildingDetail,TDNBuildingId
TDNBuildingFloor,TDNBuildingId,TDNBuildingDetail,TDNBuildingId
TDNBuildingColumn,TDNBuildingId,TDNBuildingDetail,TDNBuildingId
TDNBuildingFoundation,TDNBuildingID,TDNBuildingDetail,TDNBuildingId
TDNBuildingFlooring,TDNBuildingId,TDNBuildingDetail,TDNBuildingId
View_TDNLandAppraisal,TDNLandId,TDNLandImprovements,TDNLandId
View_PrintTaxDecCity,TDNLandId,TDNLandImprovements,TDNLandId
View_TDNLandBackTax,TDNLandId,TDNLandImprovements,TDNLandId
TDNLand,TDNLandId,TDNLandImprovements,TDNLandId
TDNLandDetail,TDNLandId,TDNLandImprovements,TDNLandId
ALandImprovementAssessment,TypeId,TDNLandImprovements,TypeId
ALandImprovementPerShadeAssessment,TypeId,TDNLandImprovements,TypeId
ALandImprovementPerSeedlingAssessment,TypeId,TDNLandImprovements,TypeId
ALandImprovementPerIndividualPlant,TypeId,TDNLandImprovements,TypeId
ALandImprovementPerHectareAssessment,TypeId,TDNLandImprovements,TypeId
ALandImprovementAssessmentOld,TypeId,TDNLandImprovements,TypeId
AImprovementType,TypeId,TDNLandImprovements,TypeId
View_PrintTaxDecCity,PreviousTDNLandID,TDNLandImprovements,PreviousTDNLandId
TDNLand,PreviousTDNLandId,TDNLandImprovements,PreviousTDNLandId
TDNLandDetail,PreviousTDNLandID,TDNLandImprovements,PreviousTDNLandId
ALandImprovementPerShadeAssessment,ALandImprovementComputationStyleId,TDNLandImprovements,ALandImprovementComputationStyleId
ALandImprovementPerSeedlingAssessment,ALandImprovementComputationStyleId,TDNLandImprovements,ALandImprovementComputationStyleId
